PRO_15941	PRO_15941
PRO_15942	PRO_15942
PRO_15943	PRO_15943
PRO_15945	PRO_15945
PRO_15950	PRO_15950
PRO_15951	PRO_15951
PRO_15952	PRO_15952
PRO_15955	PRO_15955
PRO_15957	PRO_15957
PRO_15957	PRO_22859
PRO_15957	PRO_11925
PRO_15958	PRO_15958
PRO_15958	PRO_5893
PRO_15960	PRO_15960
PRO_15960	PRO_17780
PRO_15962	PRO_15962
PRO_15964	PRO_15964
PRO_15964	PRO_19123
PRO_15966	PRO_15966
PRO_15966	PRO_1717
PRO_15966	PRO_23561
PRO_15970	PRO_15970
PRO_15971	PRO_15971
PRO_15972	PRO_15972
PRO_15973	PRO_15973
PRO_15974	PRO_15974
PRO_15975	PRO_15975
PRO_15975	PRO_11075
PRO_15976	PRO_15976
PRO_15977	PRO_15977
PRO_15977	PRO_12958
PRO_15977	PRO_13975
PRO_15977	PRO_16561
PRO_15977	PRO_21416
PRO_15977	PRO_18121
PRO_15980	PRO_15980
PRO_15981	PRO_15981
PRO_15983	PRO_15983
PRO_15984	PRO_15984
PRO_15988	PRO_15988
PRO_15988	PRO_5883
PRO_15988	PRO_13218
PRO_15988	PRO_17761
PRO_15988	PRO_12954
PRO_15988	PRO_23297
PRO_15990	PRO_15990
PRO_15990	PRO_11603
PRO_15991	PRO_15991
PRO_15992	PRO_15992
PRO_15992	PRO_3391
PRO_15992	PRO_8531
PRO_15994	PRO_15994
PRO_15995	PRO_15995
PRO_15996	PRO_15996
PRO_15997	PRO_15997
PRO_15997	PRO_14164
PRO_15997	PRO_15129
PRO_15997	PRO_19059
PRO_15998	PRO_15998
PRO_15999	PRO_15999
PRO_17103	PRO_17103
PRO_17103	PRO_3807
PRO_17103	PRO_7961
PRO_17103	PRO_23458
PRO_17103	PRO_5742
PRO_17105	PRO_17105
PRO_17106	PRO_17106
PRO_17107	PRO_17107
PRO_17107	PRO_22309
PRO_17109	PRO_17109
PRO_17111	PRO_17111
PRO_17112	PRO_17112
PRO_17112	PRO_7927
PRO_17113	PRO_17113
PRO_17114	PRO_17114
PRO_17114	PRO_8354
PRO_17115	PRO_17115
PRO_17118	PRO_17118
PRO_17119	PRO_17119
PRO_17119	PRO_17568
PRO_17119	PRO_2293
PRO_17119	PRO_543
PRO_17119	PRO_7966
PRO_17119	PRO_10202
PRO_17120	PRO_17120
PRO_17121	PRO_17121
PRO_17121	PRO_2783
PRO_17121	PRO_18871
PRO_17121	PRO_1533
PRO_17121	PRO_4184
PRO_17121	PRO_4870
PRO_17121	PRO_9780
PRO_17121	PRO_11560
PRO_17121	PRO_11581
PRO_17121	PRO_14649
PRO_17121	PRO_17290
PRO_17121	PRO_20700
PRO_17121	PRO_21269
PRO_17121	PRO_23207
PRO_17121	PRO_10755
PRO_17121	PRO_4041
PRO_17121	PRO_7355
PRO_17121	PRO_23041
PRO_17123	PRO_17123
PRO_17123	PRO_17990
PRO_17124	PRO_17124
PRO_17125	PRO_17125
PRO_17126	PRO_17126
PRO_17129	PRO_17129
PRO_17131	PRO_17131
PRO_17132	PRO_17132
PRO_17135	PRO_17135
PRO_17135	PRO_12164
PRO_17137	PRO_17137
PRO_17138	PRO_17138
PRO_17139	PRO_17139
PRO_17139	PRO_339
PRO_17141	PRO_17141
PRO_17142	PRO_17142
PRO_17142	PRO_5795
PRO_17142	PRO_8147
PRO_17143	PRO_17143
PRO_17144	PRO_17144
PRO_17146	PRO_17146
PRO_17147	PRO_17147
PRO_17148	PRO_17148
PRO_17153	PRO_17153
PRO_17154	PRO_17154
PRO_17154	PRO_140
PRO_17154	PRO_7333
PRO_17154	PRO_4941
PRO_17154	PRO_7803
PRO_17154	PRO_10524
PRO_17154	PRO_17775
PRO_17155	PRO_17155
PRO_17155	PRO_8103
PRO_17156	PRO_17156
PRO_17157	PRO_17157
PRO_17157	PRO_23460
PRO_17160	PRO_17160
PRO_17163	PRO_17163
PRO_17164	PRO_17164
PRO_17172	PRO_17172
PRO_17172	PRO_12302
PRO_17172	PRO_19434
PRO_17173	PRO_17173
PRO_17173	PRO_17799
PRO_17176	PRO_17176
PRO_17177	PRO_17177
PRO_17177	PRO_4511
PRO_17177	PRO_14150
PRO_17177	PRO_21441
PRO_17177	PRO_6079
PRO_17178	PRO_17178
PRO_17178	PRO_20428
PRO_17179	PRO_17179
PRO_17180	PRO_17180
PRO_17181	PRO_17181
PRO_17182	PRO_17182
PRO_17183	PRO_17183
PRO_17183	PRO_3472
PRO_17183	PRO_12417
PRO_17184	PRO_17184
PRO_17184	PRO_5275
PRO_17186	PRO_17186
PRO_17186	PRO_15445
PRO_17188	PRO_17188
PRO_17188	PRO_8672
PRO_17190	PRO_17190
PRO_17191	PRO_17191
PRO_17192	PRO_17192
PRO_17193	PRO_17193
PRO_17194	PRO_17194
PRO_17198	PRO_17198
PRO_18005	PRO_18005
PRO_18005	PRO_16482
PRO_18006	PRO_18006
PRO_18006	PRO_2172
PRO_18006	PRO_8006
PRO_18007	PRO_18007
PRO_18009	PRO_18009
PRO_18009	PRO_3030
PRO_18009	PRO_20722
PRO_18009	PRO_20881
PRO_18015	PRO_18015
PRO_18020	PRO_18020
PRO_18020	PRO_6517
PRO_18020	PRO_7523
PRO_18020	PRO_9692
PRO_18020	PRO_23147
PRO_18020	PRO_15875
PRO_18020	PRO_1808
PRO_18020	PRO_11230
PRO_18020	PRO_7242
PRO_18020	PRO_333
PRO_18020	PRO_7624
PRO_18020	PRO_19913
PRO_18020	PRO_7762
PRO_18020	PRO_3668
PRO_18020	PRO_3696
PRO_18020	PRO_6274
PRO_18020	PRO_9259
PRO_18020	PRO_11811
PRO_18020	PRO_13656
PRO_18020	PRO_16231
PRO_18020	PRO_16816
PRO_18020	PRO_18522
PRO_18020	PRO_19753
PRO_18020	PRO_10086
PRO_18020	PRO_13058
PRO_18020	PRO_15502
PRO_18020	PRO_14067
PRO_18020	PRO_21633
PRO_18020	PRO_15470
PRO_18020	PRO_21282
PRO_18020	PRO_22353
PRO_18024	PRO_18024
PRO_18025	PRO_18025
PRO_18027	PRO_18027
PRO_18027	PRO_5757
PRO_18027	PRO_2436
PRO_18027	PRO_9087
PRO_18028	PRO_18028
PRO_18029	PRO_18029
PRO_18030	PRO_18030
PRO_18030	PRO_9096
PRO_18032	PRO_18032
PRO_18034	PRO_18034
PRO_18035	PRO_18035
PRO_18036	PRO_18036
PRO_18037	PRO_18037
PRO_18038	PRO_18038
PRO_18038	PRO_21487
PRO_18040	PRO_18040
PRO_18040	PRO_16463
PRO_18040	PRO_19357
PRO_18040	PRO_23104
PRO_18041	PRO_18041
PRO_18041	PRO_1557
PRO_18041	PRO_12770
PRO_18042	PRO_18042
PRO_18042	PRO_14708
PRO_18044	PRO_18044
PRO_18044	PRO_16171
PRO_18044	PRO_5892
PRO_18044	PRO_7057
PRO_18044	PRO_12940
PRO_18044	PRO_22012
PRO_18044	PRO_15746
PRO_18044	PRO_22491
PRO_18044	PRO_22850
PRO_18044	PRO_10435
PRO_18044	PRO_20329
PRO_18044	PRO_20355
PRO_18044	PRO_11734
PRO_18045	PRO_18045
PRO_18047	PRO_18047
PRO_18047	PRO_19545
PRO_18051	PRO_18051
PRO_18051	PRO_22027
PRO_18051	PRO_22326
PRO_18052	PRO_18052
PRO_18053	PRO_18053
PRO_18056	PRO_18056
PRO_18056	PRO_11063
PRO_18058	PRO_18058
PRO_18060	PRO_18060
PRO_18061	PRO_18061
PRO_18063	PRO_18063
PRO_18063	PRO_11622
PRO_18064	PRO_18064
PRO_18065	PRO_18065
PRO_18065	PRO_17790
PRO_18065	PRO_2316
PRO_18065	PRO_18298
PRO_18067	PRO_18067
PRO_18068	PRO_18068
PRO_18069	PRO_18069
PRO_18073	PRO_18073
PRO_18073	PRO_20882
PRO_18075	PRO_18075
PRO_18077	PRO_18077
PRO_18077	PRO_7088
PRO_18078	PRO_18078
PRO_18079	PRO_18079
PRO_18081	PRO_18081
PRO_18081	PRO_4550
PRO_18081	PRO_4782
PRO_18081	PRO_4918
PRO_18081	PRO_6378
PRO_18081	PRO_8786
PRO_18081	PRO_16700
PRO_18081	PRO_21716
PRO_18081	PRO_8030
PRO_18081	PRO_6881
PRO_18081	PRO_8211
PRO_18081	PRO_12877
PRO_18081	PRO_19042
PRO_18081	PRO_21581
PRO_18081	PRO_16840
PRO_18081	PRO_18481
PRO_18083	PRO_18083
PRO_18083	PRO_6442
PRO_18083	PRO_12355
PRO_18083	PRO_271
PRO_18083	PRO_1079
PRO_18083	PRO_2868
PRO_18083	PRO_3374
PRO_18083	PRO_16706
PRO_18083	PRO_3467
PRO_18083	PRO_20013
PRO_18083	PRO_20381
PRO_18083	PRO_12661
PRO_18083	PRO_14918
PRO_18083	PRO_17717
PRO_18083	PRO_6499
PRO_18083	PRO_22737
PRO_18083	PRO_20101
PRO_18083	PRO_22449
PRO_18083	PRO_11264
PRO_18084	PRO_18084
PRO_18085	PRO_18085
PRO_18085	PRO_22009
PRO_18085	PRO_22243
PRO_18087	PRO_18087
PRO_18087	PRO_9778
PRO_18088	PRO_18088
PRO_18088	PRO_21277
PRO_18090	PRO_18090
PRO_18093	PRO_18093
PRO_18093	PRO_18599
PRO_18094	PRO_18094
PRO_18094	PRO_9473
PRO_18094	PRO_5176
PRO_18098	PRO_18098
PRO_18099	PRO_18099
PRO_18100	PRO_18100
PRO_19302	PRO_19302
PRO_19302	PRO_807
PRO_19302	PRO_20472
PRO_19304	PRO_19304
PRO_19304	PRO_19660
PRO_19306	PRO_19306
PRO_19308	PRO_19308
PRO_19309	PRO_19309
PRO_19309	PRO_2823
PRO_19311	PRO_19311
PRO_19314	PRO_19314
PRO_19315	PRO_19315
PRO_19317	PRO_19317
PRO_19319	PRO_19319
PRO_19320	PRO_19320
PRO_19320	PRO_9234
PRO_19323	PRO_19323
PRO_19323	PRO_5765
PRO_19323	PRO_16461
PRO_19324	PRO_19324
PRO_19326	PRO_19326
PRO_19326	PRO_18623
PRO_19327	PRO_19327
PRO_19327	PRO_730
PRO_19328	PRO_19328
PRO_19328	PRO_12540
PRO_19330	PRO_19330
PRO_19330	PRO_23600
PRO_19331	PRO_19331
PRO_19331	PRO_12733
PRO_19333	PRO_19333
PRO_19334	PRO_19334
PRO_19335	PRO_19335
PRO_19335	PRO_20190
PRO_19336	PRO_19336
PRO_19336	PRO_23476
PRO_19337	PRO_19337
PRO_19337	PRO_19447
PRO_19339	PRO_19339
PRO_19340	PRO_19340
PRO_19340	PRO_16148
PRO_19340	PRO_2726
PRO_19340	PRO_23250
PRO_19341	PRO_19341
PRO_19344	PRO_19344
PRO_19345	PRO_19345
PRO_19347	PRO_19347
PRO_19347	PRO_7452
PRO_19347	PRO_4172
PRO_19347	PRO_9727
PRO_19347	PRO_12393
PRO_19347	PRO_22261
PRO_19347	PRO_23832
PRO_19348	PRO_19348
PRO_19349	PRO_19349
PRO_19350	PRO_19350
PRO_19351	PRO_19351
PRO_19351	PRO_7716
PRO_19353	PRO_19353
PRO_19355	PRO_19355
PRO_19358	PRO_19358
PRO_19359	PRO_19359
PRO_19360	PRO_19360
PRO_19361	PRO_19361
PRO_19362	PRO_19362
PRO_19363	PRO_19363
PRO_19364	PRO_19364
PRO_19364	PRO_23471
PRO_19366	PRO_19366
PRO_19366	PRO_1322
PRO_19366	PRO_7494
PRO_19368	PRO_19368
PRO_19369	PRO_19369
PRO_19369	PRO_19991
PRO_19373	PRO_19373
PRO_19375	PRO_19375
PRO_19375	PRO_18921
PRO_19375	PRO_11526
PRO_19376	PRO_19376
PRO_19377	PRO_19377
PRO_19379	PRO_19379
PRO_19379	PRO_23061
PRO_19381	PRO_19381
PRO_19381	PRO_13776
PRO_19381	PRO_17122
PRO_19383	PRO_19383
PRO_19383	PRO_18867
PRO_19385	PRO_19385
PRO_19388	PRO_19388
PRO_19388	PRO_10854
PRO_19389	PRO_19389
PRO_19393	PRO_19393
PRO_19396	PRO_19396
PRO_19396	PRO_9393
PRO_19396	PRO_16102
PRO_19396	PRO_18091
PRO_19396	PRO_21637
PRO_19400	PRO_19400
PRO_21301	PRO_21301
PRO_21302	PRO_21302
PRO_21304	PRO_21304
PRO_21308	PRO_21308
PRO_21310	PRO_21310
PRO_21313	PRO_21313
PRO_21313	PRO_7041
PRO_21313	PRO_1009
PRO_21313	PRO_14009
PRO_21314	PRO_21314
PRO_21317	PRO_21317
PRO_21318	PRO_21318
PRO_21324	PRO_21324
PRO_21326	PRO_21326
PRO_21326	PRO_12343
PRO_21326	PRO_6998
PRO_21327	PRO_21327
PRO_21327	PRO_19912
PRO_21327	PRO_2119
PRO_21327	PRO_15624
PRO_21327	PRO_14909
PRO_21327	PRO_16912
PRO_21327	PRO_23338
PRO_21329	PRO_21329
PRO_21330	PRO_21330
PRO_21331	PRO_21331
PRO_21331	PRO_7699
PRO_21332	PRO_21332
PRO_21332	PRO_5534
PRO_21332	PRO_15463
PRO_21333	PRO_21333
PRO_21335	PRO_21335
PRO_21340	PRO_21340
PRO_21343	PRO_21343
PRO_21345	PRO_21345
PRO_21348	PRO_21348
PRO_21348	PRO_2088
PRO_21352	PRO_21352
PRO_21355	PRO_21355
PRO_21357	PRO_21357
PRO_21359	PRO_21359
PRO_21361	PRO_21361
PRO_21365	PRO_21365
PRO_21366	PRO_21366
PRO_21366	PRO_22516
PRO_21369	PRO_21369
PRO_21371	PRO_21371
PRO_21371	PRO_10375
PRO_21371	PRO_15645
PRO_21372	PRO_21372
PRO_21373	PRO_21373
PRO_21375	PRO_21375
PRO_21375	PRO_12923
PRO_21375	PRO_1716
PRO_21375	PRO_15420
PRO_21376	PRO_21376
PRO_21379	PRO_21379
PRO_21379	PRO_21502
PRO_21380	PRO_21380
PRO_21382	PRO_21382
PRO_21387	PRO_21387
PRO_21387	PRO_11607
PRO_21388	PRO_21388
PRO_21391	PRO_21391
PRO_21391	PRO_17292
PRO_21392	PRO_21392
PRO_21392	PRO_22594
PRO_21393	PRO_21393
PRO_21395	PRO_21395
PRO_21396	PRO_21396
PRO_22001	PRO_22001
PRO_22001	PRO_20336
PRO_22003	PRO_22003
PRO_22004	PRO_22004
PRO_22007	PRO_22007
PRO_22007	PRO_1898
PRO_22007	PRO_13537
PRO_22007	PRO_19895
PRO_22007	PRO_22632
PRO_22007	PRO_12434
PRO_22007	PRO_3112
PRO_22007	PRO_6646
PRO_22007	PRO_18343
PRO_22007	PRO_17882
PRO_22007	PRO_20495
PRO_22008	PRO_22008
PRO_22008	PRO_19367
PRO_22011	PRO_22011
PRO_22013	PRO_22013
PRO_22015	PRO_22015
PRO_22016	PRO_22016
PRO_22017	PRO_22017
PRO_22020	PRO_22020
PRO_22023	PRO_22023
PRO_22028	PRO_22028
PRO_22030	PRO_22030
PRO_22031	PRO_22031
PRO_22034	PRO_22034
PRO_22035	PRO_22035
PRO_22037	PRO_22037
PRO_22040	PRO_22040
PRO_22041	PRO_22041
PRO_22042	PRO_22042
PRO_22042	PRO_8206
PRO_22045	PRO_22045
PRO_22047	PRO_22047
PRO_22052	PRO_22052
PRO_22052	PRO_11032
PRO_22052	PRO_4466
PRO_22052	PRO_14511
PRO_22056	PRO_22056
PRO_22056	PRO_22296
PRO_22056	PRO_23996
PRO_22057	PRO_22057
PRO_22057	PRO_3674
PRO_22059	PRO_22059
PRO_22060	PRO_22060
PRO_22060	PRO_20043
PRO_22061	PRO_22061
PRO_22061	PRO_10600
PRO_22063	PRO_22063
PRO_22064	PRO_22064
PRO_22069	PRO_22069
PRO_22071	PRO_22071
PRO_22073	PRO_22073
PRO_22074	PRO_22074
PRO_22076	PRO_22076
PRO_22076	PRO_13639
PRO_22076	PRO_6429
PRO_22076	PRO_7331
PRO_22077	PRO_22077
PRO_22081	PRO_22081
PRO_22084	PRO_22084
PRO_22084	PRO_2829
PRO_22086	PRO_22086
PRO_22087	PRO_22087
PRO_22088	PRO_22088
PRO_22088	PRO_6798
PRO_22091	PRO_22091
PRO_22091	PRO_10599
PRO_22091	PRO_23029
PRO_22091	PRO_10539
PRO_22091	PRO_4192
PRO_22092	PRO_22092
PRO_22095	PRO_22095
PRO_22095	PRO_933
PRO_22095	PRO_21312
PRO_22100	PRO_22100
PRO_23401	PRO_23401
PRO_23401	PRO_143
PRO_23401	PRO_6554
PRO_23401	PRO_13916
PRO_23401	PRO_16665
PRO_23401	PRO_6960
PRO_23401	PRO_15632
PRO_23401	PRO_20276
PRO_23402	PRO_23402
PRO_23402	PRO_23208
PRO_23402	PRO_23939
PRO_23403	PRO_23403
PRO_23404	PRO_23404
PRO_23404	PRO_20099
PRO_23404	PRO_13405
PRO_23404	PRO_2904
PRO_23404	PRO_4802
PRO_23404	PRO_7809
PRO_23404	PRO_11758
PRO_23404	PRO_7962
PRO_23404	PRO_21144
PRO_23404	PRO_10684
PRO_23404	PRO_8028
PRO_23404	PRO_17472
PRO_23405	PRO_23405
PRO_23406	PRO_23406
PRO_23408	PRO_23408
PRO_23409	PRO_23409
PRO_23411	PRO_23411
PRO_23412	PRO_23412
PRO_23413	PRO_23413
PRO_23414	PRO_23414
PRO_23416	PRO_23416
PRO_23417	PRO_23417
PRO_23421	PRO_23421
PRO_23422	PRO_23422
PRO_23423	PRO_23423
PRO_23427	PRO_23427
PRO_23428	PRO_23428
PRO_23433	PRO_23433
PRO_23433	PRO_2582
PRO_23433	PRO_3148
PRO_23435	PRO_23435
PRO_23438	PRO_23438
PRO_23440	PRO_23440
PRO_23440	PRO_5163
PRO_23440	PRO_14632
PRO_23440	PRO_23637
PRO_23441	PRO_23441
PRO_23441	PRO_13712
PRO_23461	PRO_23461
PRO_23465	PRO_23465
PRO_23465	PRO_5398
PRO_23465	PRO_2498
PRO_23465	PRO_4460
PRO_23469	PRO_23469
PRO_23469	PRO_23788
PRO_23478	PRO_23478
PRO_23478	PRO_18919
PRO_23480	PRO_23480
PRO_23480	PRO_2660
PRO_23480	PRO_22178
PRO_23480	PRO_16307
PRO_23480	PRO_21869
PRO_23483	PRO_23483
PRO_23483	PRO_7397
PRO_23488	PRO_23488
PRO_23488	PRO_2751
PRO_23489	PRO_23489
PRO_23499	PRO_23499
PRO_24002	PRO_24002
PRO_24002	PRO_10373
PRO_1501	PRO_1501
PRO_1502	PRO_1502
PRO_1503	PRO_1503
PRO_1503	PRO_13872
PRO_1503	PRO_21009
PRO_1503	PRO_16293
PRO_1503	PRO_12907
PRO_1503	PRO_19626
PRO_1503	PRO_12188
PRO_1504	PRO_1504
PRO_1504	PRO_10573
PRO_1504	PRO_22744
PRO_1507	PRO_1507
PRO_1508	PRO_1508
PRO_1511	PRO_1511
PRO_1512	PRO_1512
PRO_1512	PRO_1768
PRO_1512	PRO_16288
PRO_1512	PRO_5540
PRO_1512	PRO_659
PRO_1512	PRO_9050
PRO_1514	PRO_1514
PRO_1516	PRO_1516
PRO_1517	PRO_1517
PRO_1519	PRO_1519
PRO_1519	PRO_16977
PRO_1520	PRO_1520
PRO_1524	PRO_1524
PRO_1525	PRO_1525
PRO_1525	PRO_23998
PRO_1527	PRO_1527
PRO_1528	PRO_1528
PRO_1528	PRO_13598
PRO_1529	PRO_1529
PRO_1531	PRO_1531
PRO_1534	PRO_1534
PRO_1534	PRO_7023
PRO_1535	PRO_1535
PRO_1536	PRO_1536
PRO_1536	PRO_768
PRO_1536	PRO_1123
PRO_1537	PRO_1537
PRO_1538	PRO_1538
PRO_1539	PRO_1539
PRO_1539	PRO_11766
PRO_1539	PRO_9683
PRO_1540	PRO_1540
PRO_1541	PRO_1541
PRO_1542	PRO_1542
PRO_1542	PRO_9985
PRO_1544	PRO_1544
PRO_1544	PRO_20100
PRO_1546	PRO_1546
PRO_1546	PRO_5653
PRO_1546	PRO_9316
PRO_1546	PRO_13809
PRO_1546	PRO_19372
PRO_1546	PRO_1060
PRO_1546	PRO_4908
PRO_1546	PRO_5806
PRO_1546	PRO_6649
PRO_1546	PRO_8180
PRO_1546	PRO_10763
PRO_1546	PRO_14516
PRO_1546	PRO_18832
PRO_1546	PRO_5846
PRO_1546	PRO_12650
PRO_1546	PRO_2910
PRO_1546	PRO_3329
PRO_1546	PRO_14809
PRO_1546	PRO_4391
PRO_1546	PRO_4461
PRO_1546	PRO_19854
PRO_1546	PRO_5425
PRO_1546	PRO_12982
PRO_1546	PRO_18530
PRO_1546	PRO_5979
PRO_1546	PRO_9187
PRO_1546	PRO_10349
PRO_1546	PRO_21119
PRO_1546	PRO_17947
PRO_1546	PRO_18200
PRO_1546	PRO_8317
PRO_1546	PRO_10977
PRO_1546	PRO_13591
PRO_1546	PRO_17450
PRO_1546	PRO_22026
PRO_1546	PRO_22128
PRO_1546	PRO_3029
PRO_1546	PRO_12216
PRO_1546	PRO_16879
PRO_1546	PRO_10995
PRO_1546	PRO_10418
PRO_1546	PRO_21797
PRO_1546	PRO_18012
PRO_1546	PRO_18152
PRO_1546	PRO_6085
PRO_1546	PRO_6271
PRO_1546	PRO_9584
PRO_1546	PRO_323
PRO_1546	PRO_5430
PRO_1546	PRO_5675
PRO_1546	PRO_468
PRO_1546	PRO_1628
PRO_1546	PRO_1842
PRO_1546	PRO_2514
PRO_1546	PRO_6367
PRO_1546	PRO_6463
PRO_1546	PRO_6533
PRO_1546	PRO_10570
PRO_1546	PRO_11853
PRO_1546	PRO_12651
PRO_1546	PRO_17670
PRO_1546	PRO_239
PRO_1546	PRO_3470
PRO_1546	PRO_3702
PRO_1546	PRO_9321
PRO_1546	PRO_11283
PRO_1546	PRO_1415
PRO_1546	PRO_16519
PRO_1546	PRO_6183
PRO_1546	PRO_7617
PRO_1546	PRO_8049
PRO_1546	PRO_9183
PRO_1546	PRO_9345
PRO_1546	PRO_9928
PRO_1546	PRO_11251
PRO_1546	PRO_13765
PRO_1546	PRO_16876
PRO_1546	PRO_17440
PRO_1546	PRO_17449
PRO_1546	PRO_19191
PRO_1546	PRO_21911
PRO_1546	PRO_22601
PRO_1546	PRO_20141
PRO_1546	PRO_4755
PRO_1546	PRO_7518
PRO_1546	PRO_19212
PRO_1546	PRO_5280
PRO_1546	PRO_8108
PRO_1546	PRO_8625
PRO_1546	PRO_9471
PRO_1546	PRO_15393
PRO_1546	PRO_4111
PRO_1546	PRO_7314
PRO_1546	PRO_9185
PRO_1546	PRO_13331
PRO_1546	PRO_3310
PRO_1546	PRO_4639
PRO_1546	PRO_11451
PRO_1546	PRO_16757
PRO_1546	PRO_17771
PRO_1546	PRO_9139
PRO_1546	PRO_10267
PRO_1546	PRO_19203
PRO_1546	PRO_14835
PRO_1546	PRO_15978
PRO_1546	PRO_17140
PRO_1546	PRO_20733
PRO_1546	PRO_15833
PRO_1546	PRO_330
PRO_1546	PRO_2840
PRO_1546	PRO_3320
PRO_1546	PRO_9967
PRO_1546	PRO_11204
PRO_1546	PRO_14086
PRO_1546	PRO_16648
PRO_1546	PRO_18733
PRO_1546	PRO_19116
PRO_1546	PRO_8973
PRO_1546	PRO_3175
PRO_1546	PRO_17431
PRO_1546	PRO_15800
PRO_1546	PRO_16713
PRO_1546	PRO_800
PRO_1546	PRO_1732
PRO_1546	PRO_2314
PRO_1546	PRO_3301
PRO_1546	PRO_4731
PRO_1546	PRO_5038
PRO_1546	PRO_5639
PRO_1546	PRO_5981
PRO_1546	PRO_8470
PRO_1546	PRO_8996
PRO_1546	PRO_15442
PRO_1546	PRO_16493
PRO_1546	PRO_17185
PRO_1546	PRO_18046
PRO_1546	PRO_21840
PRO_1546	PRO_22098
PRO_1546	PRO_22937
PRO_1546	PRO_1000
PRO_1546	PRO_8514
PRO_1546	PRO_5775
PRO_1546	PRO_5898
PRO_1546	PRO_22022
PRO_1546	PRO_11232
PRO_1546	PRO_17436
PRO_1546	PRO_18758
PRO_1546	PRO_20219
PRO_1546	PRO_5886
PRO_1546	PRO_10787
PRO_1548	PRO_1548
PRO_1549	PRO_1549
PRO_1549	PRO_9091
PRO_1550	PRO_1550
PRO_1550	PRO_19608
PRO_1551	PRO_1551
PRO_1551	PRO_19797
PRO_1553	PRO_1553
PRO_1554	PRO_1554
PRO_1556	PRO_1556
PRO_1559	PRO_1559
PRO_1560	PRO_1560
PRO_1561	PRO_1561
PRO_1561	PRO_13536
PRO_1562	PRO_1562
PRO_1563	PRO_1563
PRO_1563	PRO_664
PRO_1564	PRO_1564
PRO_1564	PRO_11222
PRO_1566	PRO_1566
PRO_1566	PRO_5359
PRO_1566	PRO_6671
PRO_1567	PRO_1567
PRO_1570	PRO_1570
PRO_1572	PRO_1572
PRO_1574	PRO_1574
PRO_1575	PRO_1575
PRO_1575	PRO_3616
PRO_1576	PRO_1576
PRO_1577	PRO_1577
PRO_1577	PRO_16438
PRO_1578	PRO_1578
PRO_1578	PRO_11447
PRO_1578	PRO_17656
PRO_1578	PRO_7131
PRO_1578	PRO_16963
PRO_1579	PRO_1579
PRO_1581	PRO_1581
PRO_1581	PRO_9435
PRO_1583	PRO_1583
PRO_1583	PRO_18072
PRO_1591	PRO_1591
PRO_1593	PRO_1593
PRO_1594	PRO_1594
PRO_1596	PRO_1596
PRO_1597	PRO_1597
PRO_1597	PRO_6679
PRO_1598	PRO_1598
PRO_1598	PRO_18957
PRO_1600	PRO_1600
PRO_3601	PRO_3601
PRO_3602	PRO_3602
PRO_3602	PRO_6097
PRO_3602	PRO_9525
PRO_3602	PRO_16221
PRO_3602	PRO_17464
PRO_3602	PRO_20939
PRO_3602	PRO_11528
PRO_3603	PRO_3603
PRO_3605	PRO_3605
PRO_3605	PRO_7337
PRO_3605	PRO_11912
PRO_3607	PRO_3607
PRO_3608	PRO_3608
PRO_3609	PRO_3609
PRO_3610	PRO_3610
PRO_3610	PRO_13949
PRO_3610	PRO_21646
PRO_3612	PRO_3612
PRO_3612	PRO_38
PRO_3613	PRO_3613
PRO_3613	PRO_8983
PRO_3613	PRO_1818
PRO_3613	PRO_17765
PRO_3617	PRO_3617
PRO_3617	PRO_20073
PRO_3618	PRO_3618
PRO_3618	PRO_20708
PRO_3619	PRO_3619
PRO_3620	PRO_3620
PRO_3621	PRO_3621
PRO_3622	PRO_3622
PRO_3623	PRO_3623
PRO_3623	PRO_5409
PRO_3624	PRO_3624
PRO_3624	PRO_750
PRO_3624	PRO_1505
PRO_3624	PRO_3174
PRO_3624	PRO_4523
PRO_3624	PRO_4882
PRO_3624	PRO_5250
PRO_3624	PRO_5582
PRO_3624	PRO_5630
PRO_3624	PRO_6354
PRO_3624	PRO_6424
PRO_3624	PRO_8396
PRO_3624	PRO_8436
PRO_3624	PRO_10369
PRO_3624	PRO_11060
PRO_3624	PRO_11456
PRO_3624	PRO_11893
PRO_3624	PRO_12261
PRO_3624	PRO_13108
PRO_3624	PRO_13672
PRO_3624	PRO_16819
PRO_3624	PRO_18190
PRO_3624	PRO_18467
PRO_3624	PRO_18474
PRO_3624	PRO_18533
PRO_3624	PRO_19265
PRO_3624	PRO_19774
PRO_3624	PRO_20107
PRO_3624	PRO_20901
PRO_3624	PRO_22614
PRO_3624	PRO_22727
PRO_3624	PRO_10605
PRO_3624	PRO_15709
PRO_3627	PRO_3627
PRO_3627	PRO_10262
PRO_3628	PRO_3628
PRO_3628	PRO_19332
PRO_3630	PRO_3630
PRO_3630	PRO_4742
PRO_3630	PRO_17108
PRO_3630	PRO_1145
PRO_3632	PRO_3632
PRO_3633	PRO_3633
PRO_3634	PRO_3634
PRO_3636	PRO_3636
PRO_3637	PRO_3637
PRO_3637	PRO_20890
PRO_3642	PRO_3642
PRO_3642	PRO_12038
PRO_2140	PRO_2140
PRO_2141	PRO_2141
PRO_2142	PRO_2142
PRO_2144	PRO_2144
PRO_2144	PRO_21088
PRO_2144	PRO_23355
PRO_2145	PRO_2145
PRO_2145	PRO_21328
PRO_2145	PRO_6776
PRO_2145	PRO_9771
PRO_2145	PRO_12513
